වචනය,"සමාන පදමාලාව"
"ආවරණ කරනවා","1. [ක්‍රි.] වහනවා; මුවා කරනවා.
2. [ක්‍රි.] ආරක්ෂා කරනවා.
3. [ක්‍රි.] වළකනවා; අවහිර කරනවා.
4. [ක්‍රි.] යම් කාර්යයක් සඳහා තවත් යමක් ඇතුළත් කර ගන්නවා.
5. [ක්‍රි.] අනාගත තීරණයකට යටත් කරනවා."
"ආවරණ කාණු","[නා.බහු.] පොළොව යට දමන කානු; භූගත කානු,"
"ආවරණ වගාව","[නා.] පස සේදීම වැළැක්වීම හා වල් පැළෑටි වැඩීම මැඬීමට කරනු ලබන ද්විතීයික වගාව."
"ආවරණ ශක්තිය","[නා.] කිසිවක සත්‍ය ස්වභාවය මුවා කරන මායා ශක්තිය."
"ආවරණ සිවිය","(පාරිභා.) [නා.] ඒකබීජ පත්‍රිකයින්ගේ බීජාංකුරය ආවරණය වී ඇති කොපුව; බීජාග්‍රපය (=coleoptile)."
ආවරණකලා,"[නා.බහු.] ශරීරයෙහි ඒ ඒ කොටස් වැසී තිබෙන පටල (=membrane)."
ආවරණය,"1. [නා.] වැසීම; අවහිර කිරීම; වැළැක්වීම; බාධා කිරීම.
2. [නා.] වැස්ම; තිරය.
3. [නා.] ආරක්ෂාව; රැකවල.
4. [නා.] කිසියම් කාර්යයක් ඉටු කිරීම සඳහා නියමිත තැනැත්තා වෙනුවට වෙනත් සුදුස්සකු යෙදවීම.
6. [නා.] වැට.
7. (පාරිභා.) [නා.] සිවිය; පොත්ත (=integument ).
8. (පාරිභා.) [නා.] කෝෂය හෙවත් කොපුව (=case)."
ආවරණීය,"[වි.] වැළැක්වීමට සුදුසු වූ; වැළැක්විය යුතු."
ආවරණීයධර්ම,"[නා.ප්‍ර.] සමාධි ලාභයට සත්‍යාවබෝධයට හා පටහැණි වන කාමච්ඡන්ද, ව්‍යාපාද, ථීනමිද්ධ, උද්ධච්ච කුක්කුච්ච, විචිකිච්ඡා යන ධර්ම පහ; පංච නීවරණ ධර්ම."
"ආවර්ජනය, ආවර්ජනාව","[නා.] මෙනෙහි කිරීම; සිහි කිරීම; සිතා බැලීම."
"ආවර්ජනය, ආවර්ජනාව, ආවර්ජනාව","[නා.] මෙනෙහි කිරීම; අරමුණට සිත යොමු කිරීම; ආවර්ජනය; ප්‍රත්‍යවේක්ෂණය."
"ආවර්ත චක්‍රය","(පාරිභා.) [නා.] මූලද්‍රව්‍යවල ලක්ෂණ අනුව හා ඒවායේ පරමාණුක ක්‍රමාංක වැඩි වී යන පිළිවෙළ අනු ව වර්ග කර දක්වා ඇති මූලද්‍රව්‍ය චක්‍රය."
"ආවර්ත දශමය","(පාරිභා.) [නා.] එක්තරා ලක්ෂ්‍යයකින් පසු එක ම ඉලක්කම හෝ ඉලක්කම් සීමාවක් නොමැති ව යළි යළිත් පිහිටන දශමය; චක්‍රීය දශමය (=recurring decimal)."
"ආවර්තන කීලකය, ආවර්තන කීලය","[නා.] යමක් කරකැවෙන හෝ දෝලනය වන හෝ භ්‍රමණ කේන්ද්‍රය; ඇණය; මැද විවර්තනිය (=pivot)."
"ආවර්තන නාඩි","[නා.බහු.] ශරිරයෙහි අපිරිසිදු රුධිරය ආපසු හෘදය වස්තුව කරා ගෙන එන නහර; මූල ශිරා."
ආවර්තනය,"1. [නා.] කරකැවීම; පෙරළීම; පරිභ්‍රමණය.
2. [නා.] (භක්තියකට හෝ දර්ශනයකට හෝ) හරවා ගැනීම.
3. [නා.] අර්ථ ව්‍යාඛ්‍යානයේ දී සභාග විසභාග ආදි ලක්ෂණවලට නැවත බැස ගැන්ම.
4. (පාරිභා.) [නා.] නැවත නැවත ඇතිවීම.
ඉ. (පාරිභා.) [නා.] යම් යම් උත්තේජකයන්ට ප්‍රතිචාර දැක්වීමට ශාකවලට ඇති හැකියාව; පරිසරයේ උත්තේජකයක් දෙසට නැඹුරු වී වැඩීම (=tropism)."
ආවර්තය,"1. [නා.] කරකැවීම; පරිභ්‍රමණය; පෙරළීම.
2. [නා.] සුළිය; දියසුළිය.
3. [නා.] පෙරළිය; ආවේශය.
4. [නා.] ඇහිබැමට ඉහළින් ඇති නිලය හෙවත් මර්මය.
5. [නා.] ස්ත්‍රියකගේ උදරයේ ඇති රැල්ල.
6. (සංගී.) [නා.] භාරත සංගීත ශාස්ත්‍රයේ එන සම්පූර්ණ තාල කාණ්ඩයක නාමය.
7. [නා.] වෘත්තාකාර මෝස්තරය; පෝරුව.
8. (පාරිභා.) [නා.] පරමාණුවක ක්‍රමාංකය අනුව වර්ග කරන මූලද්‍රව්‍ය ශ්‍රේණිය (=period).
9. (පාරිභා.) [නා.] පැතිරීම; පරිවාහය; චලනය (=circulation)."
ආවර්තිත,"1. [වි.] පෙරළුණු; නැමුණු; වටේට කරකැවුණු.
2. [වි.] (ධර්මයකට හෝ භක්තියකට) හැරුණු."
"ආවර්තිතා නියමය","(පාරිභා.) [නා.] මූලද්‍රව්‍ය ඒවායේ සාපේක්ෂ පරමාණුක ස්කන්ධ හෝ පරමාණුක ක්‍රමාංක හෝ අනුව පෙළ ගැසූ විට ඒවායේ භෞතික හා රසායනික ගුණ බොහොමයක ක්‍රමානුකූල වෙනස්වීමක් පෙන්වයි යන නියමය (= periodic law)."
ආවර්තිතාව,"(පාරිභා.) [නා.] යමක් සමාකාර අන්තරයක් ඇති ව නැවත නැවතත් සිදු වීම (=periodicity)."
ආවශ්‍යක,"[වි.] අතිශයින් වුවමනා කරන; අත්‍යවශ්‍යක."
ආවසථය,"1. [නා.] වාසස්ථානය; ගෙය.
2. [නා.] ආගන්තුක ශාලාව; විශ්‍රාම ශාලාව; එළිමහන් ලැගුම් ස්ථානය."
ආවස්ථික,"[වි.] අවස්ථාවට සුදුසු; අවස්ථානුකූල."
"ආවස්ථික පිරිවැය","(පාරිභා.) [නා.] (ආර්ථි.) නිෂ්පාදන සාධකයක් හොඳ ම විකල්ප මාර්ගයෙහි යෙදවීමෙන් ලැබිය හැකි මුදල්මය වටිනාකම (=opportunity cost)."
ආවහ,"[වි.] වෙතට පමුණුවන; ගෙනදෙන; එළවන."
ආවහනය,"[නා.] ගෙන ඒම; පැමිණවීම."
ආවාටය,"[නා.] වළ."
ආවාතනය,"(පාරිභා.) [නා.] වාතය ඇතුළට හමා ඒම; වාතාගමනය (=perflation)."
ආවාරය,"(පාරිභා.) [නා.] සෛල යුග්මයක් හෝ කූප දෙකක් හෝ පටක සමූහ හෝ අතර ඇති හරස් බිත්තිය නොහොත් භාජකය; සෛල කුහර කුඩා කාමරවලට බෙදන තුනී තන්තුව (=septum, partition)."
ආවාසය,"1. [නා.] වාසය කරන ස්ථානය; වසන තැන.
2. [නා.] භික්ෂූන් වාසය කරන ආරාමය; තාපසාරාමය."
ආවාසික,"[වි.] ආවාසයක් ඇති; ආවාසයක වසන."
ආවාසිකයා,"[නා.] ආවාසයක වසන භික්ෂුව."
"ආවාහ මගුල","[නා.] කාන්තාවක සරණ පාවා ගෙන ඒමේ උත්සවය; මනාලියක කැඳවාගෙන ඒමේ මංගල්‍යය."
"ආවාහ විවාහය","1. [නා.] කාන්තාවක සරණපාවා ගෙන ඒම.
2. [නා.] කාන්තාවක සරණපාවා දීම."
ආවාහනය,"[නා.] කැඳවීම; ආරාධනා කිරීම."
ආවාහය,"[නා.] භාර්යාවක කැඳවා ගෙන ඒම."
ආවැඩීම,"1. [නා.] ආයුබෝ වේවා යි, දීර්ඝායු වේවා යි පැතීම; සෙත් පැතීම.
2. [නා.] ලාභ සත්කාර ආදිය සඳහා පුද්ගලයකුගේ ක්‍රියාමාර්ග අනුමත කිරීම."
ආවැන්දුම,"[නා.] දෙවියන් සතුටු කිරීමට නටන නැටුම් විශේෂයක නාමය; කොහොඹා කංකාරියට අයත් ශාස්ත්‍රීය නර්තන අංගය."
ආවිර්භාවය,"[නා.] පහළවීම; ප්‍රත්‍යක්ෂ වීම; බාහිර වශයෙන් පෙනෙන්ට වීම; දැක්වීම."
ආවිල,"[වි.] කැලඹුණු; බොර වූ."
ආවිෂ්කරණය,"[නා.] ප්‍රකට කිරීම; හෙළි කිරීම; අනාවරණය; සොයා ගැනීම."
ආවිෂ්කෘත,"[වි.] ප්‍රකට කරන ලද; හෙළි කරන ලද."
ආවිෂ්ට,"[වි.] (යක්ෂ භූත දේවාදින්) ආවේශ වූ හෙවත් වැහුණු; ආරූඪ වූ."
ආවෘත,"1. [වි.] ආවරණය වූ; වැසුණු; සැගවුණු.
2. [වි.] වට කරනු ලැබූ; පරිවේෂ්ටිත; විවෘත නොවූ."
"ආවෘත බීජකය","(පාරිභා.) [නා.] ඩිම්බ කෝෂය තුළ සංවර්ධනය වන බීජ ඇති සපුෂ්ප ශාකය (=angiosperm)."
